Name,Owner,Category,District,Province,Location
12. Matizha ,Govt. ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
13. Mazuru ,RDC ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
14. Chimombe ,Govt. ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
15. Mukaro ,Mission ,Clinic ,Gutu District ,MASVINGO PROVINCE ,Africa
16. Munyikwa ,RDC ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
17. Mushaviri ,Govt. ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
18. Mutema ,Govt. ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
19. Mutero ,Mission ,Clinic ,Gutu District ,MASVINGO PROVINCE ,Africa
20. Nemashakwe ,RDc ,Clinic ,Gutu District ,MASVINGO PROVINCE ,Africa
21. Nyazvidzi ,RDC ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
22. Serima ,Mission ,clinic ,Gutu District ,MASVINGO PROVINCE ,Africa
23. Soli Source ,Govt. ,Clinic ,Gutu District ,MASVINGO PROVINCE ,Africa
24. Tirizi ,RDc ,Clinic ,Gutu District ,MASVINGO PROVINCE ,Africa
25. Zinhata ,RDC ,Clinic ,Gutu District ,MASVINGO PROVINCE ,Africa
26. Zvavahera ,Govt. ,RHC ,Gutu District ,MASVINGO PROVINCE ,Africa
1. Masvingo ,Govt. ,Provincial hosp. ,Masvingo District ,MASVINGO PROVINCE ,Africa
2. Nyajena ,Govt. ,Rural hosp. ,Masvingo District ,MASVINGO PROVINCE ,Africa
3. Morgenister ,Mission ,Designated Dist. Hosp. ,Masvingo District ,MASVINGO PROVINCE ,Africa
4. Gurajena ,Govt. ,Rural hosp. ,Masvingo District ,MASVINGO PROVINCE ,Africa
5. Gokomere ,Mission ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
6. Gathsmine ,Mine ,Pvt. Hosp. ,Masvingo District ,MASVINGO PROVINCE ,Africa
7. Alvord ,Govt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
8. Mukosi ,Govt.  ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
9. Mushandike ,Govt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
10. Musvosvi ,Govt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
11. Mutimurefu ,Govt. ,clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
12. Nemamwa ,Govt. ,RHC ,Masvingo District ,MASVINGO PROVINCE ,Africa
13. Nyikavanhu ,Govt. ,RHc ,Masvingo District ,MASVINGO PROVINCE ,Africa
14. ZRP ,Govt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
15. 41 Brigade ,Govt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
16. Masvingo Teachers ,Govt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
17. Masvingo Tech. ,Govt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
18. Summerton ,Govt. ,RHC ,Masvingo District ,MASVINGO PROVINCE ,Africa
19. Charumbira ,RDC ,RHC ,Masvingo District ,MASVINGO PROVINCE ,Africa
20. Chatikobo ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
21. Gundura ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
22. Mapanzure ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
23. Bere ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
24. Murinye ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
25. Rukowo ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
26. Shumba ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
27. Zimuti BC ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
28. Mucheke ,Municipality ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
29. Zano ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
30. Guwa  ,RDc ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
31. Renco ,Mine ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
32. Lennox ,Mine ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
33. Makurira ,Pvt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
34. Rujeko ,Municipality ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
35. Runyararo ,Municipality ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
36. Bondolfi ,Mission ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
37. Shonganiso ,Mission ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
38. Zimuto ,Mission ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
39. Stanmore ,Govt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
40. Shashe ,RDC ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
41. Masvingo Prison ,Govt. ,Clinic ,Masvingo District ,MASVINGO PROVINCE ,Africa
1. Neshuro ,Govt. ,District hosp. ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
2. Matibi ,Mission ,Rural hosp. ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
3. Chimbudzi ,Govt. ,RHC ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
4. Chirindi ,Govt. ,RHC ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
5. Chizumba ,Govt. ,RHC ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
6. Maranda ,Govt. ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
7. Nehanda ,Govt. ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
8. Rutenga ,Govt. ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
9. Mazetese ,RDC ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
10. Mushava ,RDC ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
11. Mwenezi ,RDC ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
12. Murove ,RDC ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
13. Mlelezi ,RDC ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
14. Boterere ,RDC ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
15. Rutenga NRZ ,Pvt. ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
16. Mwenezana ,Pvt. ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
17. Maranda ,Mission ,Rural hosp. ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
18. Lundi ,Mission ,Clinic ,Mwenezi District.  ,MASVINGO PROVINCE ,Africa
1. Ndanga ,Govt. ,District Hosp.  ,Zaka District ,MASVINGO PROVINCE ,Africa
2. Musiso ,Mission ,Rural hosp. ,Zaka District ,MASVINGO PROVINCE ,Africa
3. Chipinda ,Govt. ,RHC ,Zaka District ,MASVINGO PROVINCE ,Africa
4. Harava ,Govt. ,RHC ,Zaka District ,MASVINGO PROVINCE ,Africa
5. Nemauku ,Govt. ,RHC ,Zaka District ,MASVINGO PROVINCE ,Africa
6. Svuure ,Govt. ,RHC ,Zaka District ,MASVINGO PROVINCE ,Africa
7. Zibwowa ,Govt. ,RHC ,Zaka District ,MASVINGO PROVINCE ,Africa
8. Bota ,RDC ,RHC ,Zaka District ,MASVINGO PROVINCE ,Africa
9. Bvukururu ,RDC ,RHC ,Zaka District ,MASVINGO PROVINCE ,Africa
10. Chinyabako ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
11. Chiredzana ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
12. Fube ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
13. Jichidza ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
14. Mushaya ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
15. Ndanga ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
16. Nhema ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
17. Nyakunhuwa ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
18. Siyawareva ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
19. Jerera ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
20 Veza ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
21. Jichidza ,,Clinic Mission ,Zaka District ,MASVINGO PROVINCE ,Africa
22. Mageza ,RDC ,Clinic ,Zaka District ,MASVINGO PROVINCE ,Africa
23. Zibwowa ,Govt. ,RHC ,Zaka District ,MASVINGO PROVINCE ,Africa
1. Binga ,Govt. ,District Hosp. ,Binga District ,MATABELELAND NORTH ,Africa
2. Siabuwa ,Govt. ,Rural Hosp. ,Binga District ,MATABELELAND NORTH ,Africa
3. Kariangwe ,Mission ,Rural hosp. ,Binga District ,MATABELELAND NORTH ,Africa
4. Chunga ,Govt. ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
5. Lubimbi ,Govt. ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
6. Lusuli ,Govt. ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
7. Muchesu ,Govt. ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
8. Siasumbu ,Govt. ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
9. Chinengo ,Govt. ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
10. Pashu ,RDC ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
11. Tinde ,Mission ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
12. Simatelele ,Govt. ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
13. Sinasengue ,Govt ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
14. Sinangonde ,Govt. ,RHC ,Binga District ,MATABELELAND NORTH ,Africa
1. Inyathi ,Govt. ,District hosp. ,Bubi District ,MATABELELAND NORTH ,Africa
2. Lukala ,Govt. ,RHC ,Bubi District ,MATABELELAND NORTH ,Africa
3. Mbembeswana ,RDC ,RHC ,Bubi District ,MATABELELAND NORTH ,Africa
4. Siganda ,RDC. ,RHC ,Bubi District ,MATABELELAND NORTH ,Africa
5. Balanda ,RDC ,RHC ,Bubi District ,MATABELELAND NORTH ,Africa
6. Majiji ,RDC ,RHC ,Bubi District ,MATABELELAND NORTH ,Africa
7. Isabella ,Pvt. ,Clinic ,Bubi District ,MATABELELAND NORTH ,Africa
8. Sikhumi ,Govt. ,Clinic ,Bubi District ,MATABELELAND NORTH ,Africa
9. Mdutshana ,Govt ,RHC ,Bubi District ,MATABELELAND NORTH ,Africa
10. Casyman (Turk) ,Govt. ,RHC ,Bubi District ,MATABELELAND NORTH ,Africa
1. Victoria Falls ,Govt. ,District Hosp. ,Hwange District ,MATABELELAND NORTH ,Africa
2. Lukosi ,Govt. ,Rural hosp. ,Hwange District ,MATABELELAND NORTH ,Africa
3. Kamativi ,Mission ,RHC ,Hwange District ,MATABELELAND NORTH ,Africa
4. Wankie Colliery ,Industry ,Pvt. Hosp. ,Hwange District ,MATABELELAND NORTH ,Africa
5. Chisuma ,Govt. ,RHC ,Hwange District ,MATABELELAND NORTH ,Africa
6. Jambezi ,Govt. ,RHC ,Hwange District ,MATABELELAND NORTH ,Africa
7. Kanyambizi ,Govt. ,RHC ,Hwange District ,MATABELELAND NORTH ,Africa
8. Makwandara ,Govt. ,RHC ,Hwange District ,MATABELELAND NORTH ,Africa
9. Mwemba ,Govt. ,RHC ,Hwange District ,MATABELELAND NORTH ,Africa
10. dete ,RDC ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
11. Dinde ,RDC ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
12. ZRP Vic. Falls ,Govt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
13. Lupote ,RDC ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
14. Main Camp (National ,,Clinic Pvt. ,Hwange District ,MATABELELAND NORTH ,Africa
Parks) ,,,Hwange District ,MATABELELAND NORTH ,Africa
15. Ndlovu ,RDC ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
16. Simangani ,RDC ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
17. Vic. Falls hotel ,Pvt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
18. Mabale ,RDC ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
19. No. 4 North Hill ,Industry ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
20. Hwange Prisons ,Govt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
21. Zesa Dressing station ,Pvt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
22. Elephant Hills ,,Clinic Pvt. ,Hwange District ,MATABELELAND NORTH ,Africa
(ZIMSUN) ,,,Hwange District ,MATABELELAND NORTH ,Africa
23. Hwange ZRP ,Govt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
24. Zesa Chibondo ,Pvt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
25. Empumalanga ,Town council ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
26. Chinotimba ,Town council ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
27. NRZ (Dete) ,Pvt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
28. NRZ (Ngimija) ,Pvt. ,clinic ,Hwange District ,MATABELELAND NORTH ,Africa
29. Zesa Ingagula ,Pvt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
30. NRZ (Surgery) ,Pvt. ,clinic ,Hwange District ,MATABELELAND NORTH ,Africa
31. Lukunguni ,Mission ,Rural Hosp. ,Hwange District ,MATABELELAND NORTH ,Africa
32. No. 2 Colliery ,Pvt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
33. No.3 colliery ,Pvt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
34. No. 5 colliery ,Pvt. ,clinic ,Hwange District ,MATABELELAND NORTH ,Africa
35. No. 1 Colliery ,Pvt. ,Clinic ,Hwange District ,MATABELELAND NORTH ,Africa
36. St. Patricks ,Mission ,Hosp. ,Hwange District ,MATABELELAND NORTH ,Africa
1. St. Lukes ,Mission ,Designated District hosp. ,Lupane District ,MATABELELAND NORTH ,Africa
2. St. Pauls ,RDC ,Rural hosp. ,Lupane District ,MATABELELAND NORTH ,Africa
3. Dongamuzi ,Govt. ,RHC ,Lupane District ,MATABELELAND NORTH ,Africa
4. Gomoza ,RDC ,RHC ,Lupane District ,MATABELELAND NORTH ,Africa
5. Jotsholo ,Govt. ,RHC ,Lupane District ,MATABELELAND NORTH ,Africa
6. Kanyandavu ,Govt. ,Clinic ,Lupane District ,MATABELELAND NORTH ,Africa
7. Lupaka  ,Govt. ,RHC ,Lupane District ,MATABELELAND NORTH ,Africa
8. Lupane ,Govt. ,RHC ,Lupane District ,MATABELELAND NORTH ,Africa
9  Mdlankunzi.  ,RDC ,Clinic ,Lupane District ,MATABELELAND NORTH ,Africa
10. Dandanda ,Govt. ,RHC ,Lupane District ,MATABELELAND NORTH ,Africa
11. Gwayi ,RDC ,Clinic ,Lupane District ,MATABELELAND NORTH ,Africa
12. Fatima ,RDC ,RHC ,Lupane District ,MATABELELAND NORTH ,Africa
1. Nkayi ,Govt. ,District hosp. ,Nkayi District ,MATABELELAND NORTH ,Africa
2. Dakamela ,Govt. ,Rural hosp. ,Nkayi District ,MATABELELAND NORTH ,Africa
3. Mbuma ,Mission ,Rural hosp. ,Nkayi District ,MATABELELAND NORTH ,Africa
4. Sivalo ,Govt. ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
5. Ngwaladi ,Govt. ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
6. Zenka ,Govt. ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
7. mateme ,Govt. ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
8. Gwelutshena ,Govt. ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
9. Sebhumane ,RDC ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
10. Nesinwe ,RDC ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
11. Fanisoni ,RDC ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
12. Zinyangeni  ,RDC ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
13. Sikhobokobo ,RDC ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
14. Sesemba ,RDC ,RHC ,Nkayi District ,MATABELELAND NORTH ,Africa
15. Guwe  ,RDC ,,Nkayi District ,MATABELELAND NORTH ,Africa
1. Nyamandlovu ,Govt. ,District Hosp. ,Umguza District ,MATABELELAND NORTH ,Africa
2. Clay Products ,Pvt. ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
3. Fair Bridge (ZRP) ,Govt. ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
4. Fingo ,RDC ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
5. Igusi ,Govt. ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
6. Mbembesi ,Govt. ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
7. Ntabazinduna ,RDC ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
8. St. James ,Mission ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
9. T.G. Silundika (Edu.) ,Govt. ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
10. UNICEM   ,Industry ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
11. Imbizo Camp ,Govt. ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
12. Khami Prisons ,Govt. ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
13. One Ambulance Co.  ,Army ,Hosp. ,Umguza District ,MATABELELAND NORTH ,Africa
14. Grey prison ,Govt. ,Clinic ,Umguza District ,MATABELELAND NORTH ,Africa
15. Ntabazinduna Training ,,Clinic Govt. ,Umguza District ,MATABELELAND NORTH ,Africa
Depot (ZPS) ,,,Umguza District ,MATABELELAND NORTH ,Africa
16. Ntabazindunna Training ,,Clinic Govt. ,Umguza District ,MATABELELAND NORTH ,Africa
Depot (ZRP ,,,Umguza District ,MATABELELAND NORTH ,Africa
17. Umuntu ,Govt. ,RHC ,Umguza District ,MATABELELAND NORTH ,Africa
1. Tsholotsho ,Govt. ,District hosp. ,Tsholotsho District ,MATABELELAND NORTH ,Africa
2. Tsholotsho Urban ,RDC ,Clinic ,Tsholotsho District ,MATABELELAND NORTH ,Africa
3. Nkunzi ,RDC ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
4. Bubude ,RDC ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
5. Makaza ,Govt. ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
6. Madlangombe ,RDC ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
7. Phimula ,Mission ,Rural hosp. ,Tsholotsho District ,MATABELELAND NORTH ,Africa
8. Sodaka ,Govt. ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
9. Mtshayeli ,Govt. ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
10. Mlagisa ,Govt. ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
11. Sipepa ,Govt. ,Rural hosp. ,Tsholotsho District ,MATABELELAND NORTH ,Africa
12. Jimila ,RDC. ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
13. Mpanedziba ,RDC ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
14. Kapane ,RDC ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
15. Siketnte ,RDC ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
16. Dlamini ,RDC ,RHC ,Tsholotsho District ,MATABELELAND NORTH ,Africa
1. Beitbridge ,Govt. ,District Hosp. ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
2. Dulilavadzimu ,RDC ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
3. Tongwe ,RDC ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
4. Chisvingo ,RDC ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
5. Shashi ,RDC ,clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
6. Zezani ,RDC ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
7. Masera ,RDC ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
8. Chikwarakwara ,Govt. ,RHC ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
9. Chituripasi ,,,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
10. Shabwe ,Govt. ,RHC ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
11. Dite ,Govt. ,RHC ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
12. Majini ,Govt. ,RHC ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
13. Nottingham ,Govt. ,RHC ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
14. Makakabule ,RDC ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
15. ZRP  ,Govt. ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
16. ZNA ,Govt. ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
17. NRZ ,Pvt. ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
18. Prison ,Govt. ,clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
19. Swereki ,RDC ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
20. Chamunangana ,RDC ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
21. Mazunga ,RDc ,Clinic ,           Beitbridge District ,MATABELELAND SOUTH PROVINCE ,Africa
1. Lady Barring ,Govt. ,Rural hosp. ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
2. Lady stanely ,Govt. ,Rural hosp. ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
3. Sikhathini ,RDC ,RHC ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
4. Madlambu ,RDC ,RHC ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
5. Dombodema ,RDC ,RHC ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
6. Ndiweni ,RDC ,Clinic ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
7. Solusi ,Mission ,,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
8. Masendu ,RDC ,Clinic ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
9. Matjinge ,Govt. ,Clinic ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
10. Village 13 ,Govt. ,RHC ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
11. Huwana ,Govt. ,RHC ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
12. Makulela ,Govt. ,RHC ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
13. Nswazi ,Govt. ,RHC ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
14. Bhezu ,RDC ,Clinic ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
15. Masendu ,RDC ,Clinic ,Bulilima District ,MATABELELAND SOUTH PROVINCE ,Africa
1. Plumtree ,Govt. ,District hosp ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
2. St Annes ,Mission ,Rural hosp ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
3. Embakwe ,Mission ,Rural hosp ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
4. Dingamuzi ,RDC ,Clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
5. Tshitshi ,RDc ,Clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
6. Madabe ,RDC ,Clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
7. Marula ,RDC ,Clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
8. Mayobodo ,Govt. ,Clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
9. Mambale ,RDC ,Clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
10. Epandeni ,Mission ,clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
11. Ingwizi ,Govt. ,clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
12. Bango ,Govt. ,Clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
13. Sunzukwi ,Govt. ,Clinic ,Mangwe District ,MATABELELAND SOUTH PROVINCE ,Africa
1. Gwanda ,Govt. ,Provincial Hosp. ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
2. Manama ,Mission ,Rural Hosp. ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
3. Mtshabezi ,Mission ,Rural Hsp. ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
4. Mzimuni ,RDC ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
5. Kafusi ,RDC ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
6. Buvuma ,RDC ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
7. Ntalale ,RDC ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
8. Freda ,Mine ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
9. Vumbachikwe ,Mine ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
10. Blanket ,Mine ,clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
11. Jessie ,Mine ,clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
12. West Nicholson ,Pvt. ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
13. Nhawali ,Govt. ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
14. Simbumbumbu ,Govt ,RHC ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
15. Gungwe ,Govt. ,RHC ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
16. Makwe ,Govt. ,RHC ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
17. Sengezane ,RDC ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
18. Mashaba ,RDC ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
19. Selonga ,RDC ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
20. Phakama ,RDC ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
21. ZRP ,Govt. ,Clinic ,Gwanda District ,MATABELELAND SOUTH PROVINCE ,Africa
